cancer	gene	stable_gene_id	study_A	study_B	top_A	top_B	n_common_categories	same_top_all_categories	top_A_shared	top_B_shared	same_top_shared_categories	bootstrap_top_A	bootstrap_top_B	same_top_both_bootstrap_ge080	status	reason
PDAC	ACLY	UniProtKB:P53396	GSE278688	GSE242230	Epithelial/Ductal	Endothelial	6	False	Epithelial/Ductal	Endothelial	False	0.624	0.328	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACO1	UniProtKB:P21399	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.99	0.997	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACO1	UniProtKB:P21399	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.99	0.868	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACO1	UniProtKB:P21399	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.997	0.868	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT1	UniProtKB:Q86TX2	GSE263733	GSE278688	Acinar	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	0.54	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT1	UniProtKB:Q86TX2	GSE263733	GSE242230	Acinar	Fibroblast/CAF	6	False	NOT_EVALUABLE	Fibroblast/CAF	NA	0.54	0.577	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT1	UniProtKB:Q86TX2	GSE278688	GSE242230	NOT_EVALUABLE	Fibroblast/CAF	6	NA	NOT_EVALUABLE	Fibroblast/CAF	NA	NA	0.577	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT11	UniProtKB:Q8WXI4	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	0.999	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT11	UniProtKB:Q8WXI4	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT11	UniProtKB:Q8WXI4	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.999	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT13	UniProtKB:Q9NPJ3	GSE263733	GSE278688	Epithelial/Ductal	Myeloid	6	False	Epithelial/Ductal	Myeloid	False	0.759	0.547	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT13	UniProtKB:Q9NPJ3	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.759	0.602	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT13	UniProtKB:Q9NPJ3	GSE278688	GSE242230	Myeloid	Epithelial/Ductal	6	False	Myeloid	Epithelial/Ductal	False	0.547	0.602	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT2	UniProtKB:P49753	GSE263733	GSE278688	Endothelial	Fibroblast/CAF	6	False	Endothelial	Fibroblast/CAF	False	0.801	1.0	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT2	UniProtKB:P49753	GSE263733	GSE242230	Endothelial	Fibroblast/CAF	6	False	Endothelial	Fibroblast/CAF	False	0.801	0.969	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT2	UniProtKB:P49753	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.969	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT4	UniProtKB:Q8N9L9	GSE263733	GSE278688	Epithelial/Ductal	T/NK	6	False	Epithelial/Ductal	T/NK	False	0.931	0.969	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT4	UniProtKB:Q8N9L9	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.931	0.992	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT4	UniProtKB:Q8N9L9	GSE278688	GSE242230	T/NK	Epithelial/Ductal	6	False	T/NK	Epithelial/Ductal	False	0.969	0.992	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT7	UniProtKB:O00154	GSE263733	GSE278688	Epithelial/Ductal	Myeloid	6	False	Epithelial/Ductal	Myeloid	False	0.911	0.801	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT7	UniProtKB:O00154	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.911	0.868	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT7	UniProtKB:O00154	GSE278688	GSE242230	Myeloid	Epithelial/Ductal	6	False	Myeloid	Epithelial/Ductal	False	0.801	0.868	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT8	UniProtKB:O14734	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.999	0.922	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT8	UniProtKB:O14734	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.999	0.991	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT8	UniProtKB:O14734	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.922	0.991	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT9	UniProtKB:Q9Y305	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	0.771	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT9	UniProtKB:Q9Y305	GSE263733	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	0.817	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACOT9	UniProtKB:Q9Y305	GSE278688	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	0.771	0.817	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSL3	UniProtKB:O95573	GSE263733	GSE278688	Epithelial/Ductal	Myeloid	6	False	Epithelial/Ductal	Myeloid	False	0.959	0.992	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSL3	UniProtKB:O95573	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.959	0.994	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSL3	UniProtKB:O95573	GSE278688	GSE242230	Myeloid	Epithelial/Ductal	6	False	Myeloid	Epithelial/Ductal	False	0.992	0.994	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM1	UniProtKB:Q08AH1	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.85	0.826	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM1	UniProtKB:Q08AH1	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.85	0.951	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM1	UniProtKB:Q08AH1	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.826	0.951	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM2A	UniProtKB:Q08AH3	GSE263733	GSE278688	Endothelial	NOT_EVALUABLE	6	NA	Endothelial	NOT_EVALUABLE	NA	0.758	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM2A	UniProtKB:Q08AH3	GSE263733	GSE242230	Endothelial	NOT_EVALUABLE	6	NA	Endothelial	NOT_EVALUABLE	NA	0.758	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM2A	UniProtKB:Q08AH3	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM2B	UniProtKB:Q68CK6	GSE263733	GSE278688	Endothelial	NOT_EVALUABLE	6	NA	Endothelial	NOT_EVALUABLE	NA	0.805	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM2B	UniProtKB:Q68CK6	GSE263733	GSE242230	Endothelial	NOT_EVALUABLE	6	NA	Endothelial	NOT_EVALUABLE	NA	0.805	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM2B	UniProtKB:Q68CK6	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM4	UniProtKB:P0C7M7	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM4	UniProtKB:P0C7M7	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACSM4	UniProtKB:P0C7M7	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACY3	UniProtKB:Q96HD9	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACY3	UniProtKB:Q96HD9	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ACY3	UniProtKB:Q96HD9	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADA	UniProtKB:P00813	GSE263733	GSE278688	T/NK	Endothelial	6	False	T/NK	Endothelial	False	1.0	0.83	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADA	UniProtKB:P00813	GSE263733	GSE242230	T/NK	T/NK	6	True	T/NK	T/NK	True	1.0	0.966	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADA	UniProtKB:P00813	GSE278688	GSE242230	Endothelial	T/NK	6	False	Endothelial	T/NK	False	0.83	0.966	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADA2	UniProtKB:Q9NZK5	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADA2	UniProtKB:Q9NZK5	GSE263733	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADA2	UniProtKB:Q9NZK5	GSE278688	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH1A	UniProtKB:P07327	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH1A	UniProtKB:P07327	GSE263733	GSE242230	NOT_EVALUABLE	Epithelial/Ductal	6	NA	NOT_EVALUABLE	Epithelial/Ductal	NA	NA	1.0	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH1A	UniProtKB:P07327	GSE278688	GSE242230	NOT_EVALUABLE	Epithelial/Ductal	6	NA	NOT_EVALUABLE	Epithelial/Ductal	NA	NA	1.0	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH1B	UniProtKB:P00325	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH1B	UniProtKB:P00325	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.978	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH1B	UniProtKB:P00325	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.978	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH1C	UniProtKB:P00326	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.975	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH1C	UniProtKB:P00326	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.975	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH1C	UniProtKB:P00326	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH4	UniProtKB:P08319	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH4	UniProtKB:P08319	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH4	UniProtKB:P08319	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH5	UniProtKB:P11766	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH5	UniProtKB:P11766	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.983	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH5	UniProtKB:P11766	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.983	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH6	UniProtKB:P28332	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH6	UniProtKB:P28332	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH6	UniProtKB:P28332	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH7	UniProtKB:P40394	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH7	UniProtKB:P40394	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ADH7	UniProtKB:P40394	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
