cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	rna_symbol	original_effect	original_q	family_n_planned	model	nuisance_columns	design_rank	residual_df	min_category_n	n_excluded	bootstrap_valid	bootstrap_invalid	bootstrap_seed	ci_status	permutations	random_seed	ols_max_abs_error	loo_valid	loo_invalid	loo_min	loo_max	loo_max_abs_delta	loo_any_sign_change	m0_effect	m0_p	m0_q	m0_n	m0_cc_effect	m0_cc_p	m0_cc_q	m0_cc_n	m0_cc_origin	delta_adjustment	delta_case_selection
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00631	2-phosphoglycerate	ENO2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.41119061619740715	0.023549445890908533	0.7196875116221177	0.0284	0.9741244755244756	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2026	ENO2	-1.44511128689612	2.1849625495186e-06	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	1330541078	5.551115123125783e-17	33	0	0.3061052378340288	0.5153036726802969	0.10508537836337833	False	0.46982532071697597	0.0041	0.40624615384615387	33	0.46982532071697597	0.0041	0.40624615384615387	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.058634704519568814	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00631	2-phosphoglycerate	ENO3	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.12191857226000936	-0.3618844555370981	0.5562959307685995	0.5346	0.9871990099009901	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2027	ENO3	-1.44511128689612	2.1849625495186e-06	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	2820470883	5.551115123125783e-17	33	0	0.004188342765377229	0.2570891568457078	0.13517058458569847	False	0.24397457307261364	0.1687	0.8362449438202246	33	0.24397457307261364	0.1687	0.8362449438202246	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.12205600081260427	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00631	2-phosphoglycerate	ENO4	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.22797219908685443	-0.5684825790833586	0.1863322901284485	0.2399	0.9741244755244756	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:387712	ENO4	-1.44511128689612	2.1849625495186e-06	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	128480009	1.6653345369377348e-16	33	0	-0.3548437739724769	-0.14717794445868138	0.12687157488562248	False	-0.11113290757103543	0.5412	0.9179794392523364	33	-0.11113290757103543	0.5412	0.9179794392523364	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.116839291515819	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00631	2-phosphoglycerate	GLYCTK	GEO_annotated_independent_individual	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:132158	GLYCTK	-1.44511128689612	2.1849625495186e-06	NA	M2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00631	2-phosphoglycerate	MINPP1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.28948187228832317	-0.6221335012040864	0.1720984821931919	0.1385	0.9741244755244756	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:9562	MINPP1	-1.44511128689612	2.1849625495186e-06	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	2041805024	1.1102230246251565e-16	33	0	-0.3632161968825865	-0.19893537139271633	0.09054650089560684	False	-0.207926085132905	0.2352	0.8389832599118944	33	-0.207926085132905	0.2352	0.8389832599118944	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.08155578715541817	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00631	2-phosphoglycerate	PGAM1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.06436809878400071	-0.5566487818660547	0.39550661989652475	0.7495	0.9995999999999999	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5223	PGAM1	-1.44511128689612	2.1849625495186e-06	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	2700457843	0.0	33	0	-0.188531599254121	0.03848736784692916	0.12416350047012029	True	0.03704430252367848	0.845	0.9691861351819758	33	0.03704430252367848	0.845	0.9691861351819758	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.10141240130767919	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00631	2-phosphoglycerate	PGAM2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.22690143661708864	-0.20596646392606494	0.5912044231655299	0.2486	0.9741244755244756	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5224	PGAM2	-1.44511128689612	2.1849625495186e-06	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	1572089993	5.551115123125783e-17	33	0	0.14111680170594415	0.3237843279141234	0.09688289129703478	False	0.35251836272532744	0.0425	0.7489189189189189	33	0.35251836272532744	0.0425	0.7489189189189189	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.1256169261082388	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00631	2-phosphoglycerate	PGAM4	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.04429500792363222	-0.4428398357088165	0.34901724628893244	0.8214	0.9995999999999999	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:441531	PGAM4	-1.44511128689612	2.1849625495186e-06	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	3680630319	1.0408340855860843e-16	33	0	-0.11856695279258316	0.04346569974289898	0.0877607076665312	True	0.07408860504735695	0.6858	0.9386414634146342	33	0.07408860504735695	0.6858	0.9386414634146342	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.11838361297098918	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C05147	3-hydroxyproline	L3HYPDH	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.1289591221661716	-0.48900558686553164	0.2836378232835556	0.5071	0.9871990099009901	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:112849	L3HYPDH	0.611551652327855	0.0128731320770819	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	500539233	1.3877787807814457e-16	33	0	-0.19260816884431756	-0.04156963404622493	0.08738948811994668	False	0.10661764705882353	0.5446	0.9179794392523364	33	0.10661764705882353	0.5446	0.9179794392523364	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.23557676922499515	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00197	3PG	ACYP1	GEO_annotated_independent_individual	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:97	ACYP1	-1.62220266413497	2.50033886118489e-07	NA	M2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00197	3PG	ACYP2	GEO_annotated_independent_individual	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:98	ACYP2	-1.62220266413497	2.50033886118489e-07	NA	M2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00197	3PG	BPGM	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.05872820524676124	-0.4352736471760881	0.32965131438642825	0.766	0.9995999999999999	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:669	BPGM	-1.62220266413497	2.50033886118489e-07	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	1254851507	0.0	33	0	-0.1620641952109656	0.033752099029744576	0.10333598996420436	True	-0.002005347593582888	0.992	0.9994314814814814	33	-0.002005347593582888	0.992	0.9994314814814814	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.05672285765317835	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00197	3PG	PGAM1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.1372391761093077	-0.5235334236799477	0.28685858738849257	0.4888	0.985824	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5223	PGAM1	-1.62220266413497	2.50033886118489e-07	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	4250870609	8.326672684688674e-17	33	0	-0.22744405979579693	-0.05544695440341712	0.09020488368648924	False	-0.14538770053475936	0.4239	0.9091539473684209	33	-0.14538770053475936	0.4239	0.9091539473684209	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.008148524425451664	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00197	3PG	PGAM2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.19034377887622414	-0.22658468840446885	0.6311359526529737	0.3241	0.9741244755244756	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5224	PGAM2	-1.62220266413497	2.50033886118489e-07	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	76342882	0.0	33	0	0.10289586011311634	0.31901596950281313	0.128672190626589	False	0.16176470588235295	0.3674	0.8613385714285714	33	0.16176470588235295	0.3674	0.8613385714285714	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.02857907299387119	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00197	3PG	PGAM4	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.16361409551395595	-0.5560649309466589	0.27962408193267335	0.4105	0.9741244755244756	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:441531	PGAM4	-1.62220266413497	2.50033886118489e-07	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	1542748203	5.551115123125783e-17	33	0	-0.25402198834823997	-0.07877318188121728	0.09040789283428402	False	-0.16911764705882354	0.3408	0.8579212355212354	33	-0.16911764705882354	0.3408	0.8579212355212354	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.005503551544867591	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00197	3PG	PGK1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.17450994172810566	-0.5489765351276655	0.26577836857748655	0.3731	0.9741244755244756	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5230	PGK1	-1.62220266413497	2.50033886118489e-07	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	2274180597	0.0	33	0	-0.2551310943134287	-0.07179413899603235	0.10271580273207331	False	-0.19752673796791445	0.2678	0.8389832599118944	33	-0.19752673796791445	0.2678	0.8389832599118944	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.02301679623980879	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00197	3PG	PGK2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.2100409179558463	-0.17990663414873312	0.5581234029402321	0.2831	0.9741244755244756	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5232	PGK2	-1.62220266413497	2.50033886118489e-07	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	1958179681	2.7755575615628914e-17	33	0	0.1401845111914825	0.3048641601829778	0.09482324222713148	False	0.26205398269817215	0.1408	0.8362449438202246	33	0.26205398269817215	0.1408	0.8362449438202246	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.05201306474232584	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00197	3PG	PGM2L1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.13397595206686658	-0.2775877773208205	0.5635464980465835	0.4933	0.9865999999999999	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:283209	PGM2L1	-1.62220266413497	2.50033886118489e-07	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	203871686	1.3877787807814457e-16	33	0	0.06943706232653599	0.27145590172568584	0.13747994965881927	False	0.14772727272727273	0.4052	0.8895299663299664	33	0.14772727272727273	0.4052	0.8895299663299664	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.013751320660406158	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00197	3PG	PHGDH	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.15607604945726058	-0.5330660940082356	0.24010105816093275	0.4256	0.9741244755244756	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:26227	PHGDH	-1.62220266413497	2.50033886118489e-07	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	488518337	2.7755575615628914e-17	33	0	-0.23818881510985376	-0.08979527738602178	0.08211276565259318	False	-0.18516042780748662	0.2981	0.8440062992125984	33	-0.18516042780748662	0.2981	0.8440062992125984	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.029084378350226037	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00233	4-methyl-2-oxopentanoate	BCAT1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.07925532875950524	-0.5175918655207985	0.3315856905490697	0.6923	0.9995999999999999	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:586	BCAT1	-1.47479797958175	2.22833094147422e-06	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	3098379091	4.163336342344337e-17	33	0	-0.19758903090433816	0.0007755613130251551	0.11833370214483292	True	-0.1826992072989819	0.3045	0.8440062992125984	33	-0.1826992072989819	0.3045	0.8440062992125984	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.10344387853947666	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M2	KEGG:C00233	4-methyl-2-oxopentanoate	BCAT2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.17927238148851257	-0.5384599582621438	0.255199737264813	0.3576	0.9741244755244756	COAD_covariates_v1_M2	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:587	BCAT2	-1.47479797958175	2.22833094147422e-06	674	M2	6	6	26	8	0	4000	0	3210402301	DONE	9999	3509412898	5.551115123125783e-17	33	0	-0.26171868921809543	-0.078050360031522	0.10122202145699057	False	-0.07120953355354019	0.6908	0.9386414634146342	33	-0.07120953355354019	0.6908	0.9386414634146342	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.10806284793497238	0.0
