cancer	cohort	relation_id	metabolite_key	stable_gene_id	gene	relation_type	metabolite_role	reaction_id	reaction_text	organism	evidence_id	source_url	evidence_level	mapping_status	identity_status	compound_specificity	added_or_reused	mapping_version	reason	metabolite_name	in_original42_relation_pool	legacy_relation_id
PDAC	CAMP_PDAC_GSE62452	73c4128787c5a2f3	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:Q6E213	AWAT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:37915	1-(9Z-octadecenoyl)-glycerol + (9Z)-octadecenoyl-CoA = 1,2-di-(9Z-octadecenoyl)-glycerol + CoA	Homo sapiens	RHEA:37915	https://www.uniprot.org/uniprotkb/Q6E213/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	73c4128787c5a2f3
PDAC	CAMP_PDAC_GSE62452	1130a169b391ac63	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:O75907	DGAT1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:37915	1-(9Z-octadecenoyl)-glycerol + (9Z)-octadecenoyl-CoA = 1,2-di-(9Z-octadecenoyl)-glycerol + CoA	Homo sapiens	RHEA:37915	https://www.uniprot.org/uniprotkb/O75907/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	1130a169b391ac63
PDAC	CAMP_PDAC_GSE62452	f566ce42ca76125d	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:Q96PD7	DGAT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:37915	1-(9Z-octadecenoyl)-glycerol + (9Z)-octadecenoyl-CoA = 1,2-di-(9Z-octadecenoyl)-glycerol + CoA	Homo sapiens	RHEA:37915	https://www.uniprot.org/uniprotkb/Q96PD7/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	f566ce42ca76125d
PDAC	CAMP_PDAC_GSE62452	7e19ac8b667d54c4	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:Q6ZPD8	DGAT2L6	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:37915	1-(9Z-octadecenoyl)-glycerol + (9Z)-octadecenoyl-CoA = 1,2-di-(9Z-octadecenoyl)-glycerol + CoA	Homo sapiens	RHEA:37915	https://www.uniprot.org/uniprotkb/Q6ZPD8/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	7e19ac8b667d54c4
PDAC	CAMP_PDAC_GSE62452	3145f9f521238ebf	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:P38571	LIPA	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:39939;RHEA:40967	1,2-di-(9Z-octadecenoyl)-glycerol + H2O = 1-(9Z-octadecenoyl)-glycerol + (9Z)-octadecenoate + H(+); 1,3-di-(9Z-octadecenoyl)-glycerol + H2O = 1-(9Z-octadecenoyl)-glycerol + (9Z)-octadecenoate + H(+)	Homo sapiens	RHEA:40967;RHEA:39939	https://www.uniprot.org/uniprotkb/P38571/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	3145f9f521238ebf
PDAC	CAMP_PDAC_GSE62452	cd1df0f8564eb6dc	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:Q99685	MGLL	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:38487	1-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	Homo sapiens	RHEA:38487	https://www.uniprot.org/uniprotkb/Q99685/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	cd1df0f8564eb6dc
PDAC	CAMP_PDAC_GSE62452	b7a4359c12bf4aaa	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:Q3SYC2	MOGAT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:37915	1-(9Z-octadecenoyl)-glycerol + (9Z)-octadecenoyl-CoA = 1,2-di-(9Z-octadecenoyl)-glycerol + CoA	Homo sapiens	RHEA:37915	https://www.uniprot.org/uniprotkb/Q3SYC2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	b7a4359c12bf4aaa
PDAC	CAMP_PDAC_GSE62452	badc9656f792e221	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:P54317	PNLIPRP2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:38487	1-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	Homo sapiens	RHEA:38487	https://www.uniprot.org/uniprotkb/P54317/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	badc9656f792e221
PDAC	CAMP_PDAC_GSE62452	4778c1ad986b531b	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:Q96AD5	PNPLA2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:38323;RHEA:38327;RHEA:38331	1-(9Z-octadecenoyl)-glycerol + 1,3-di-(9Z-octadecenoyl)-glycerol = 1,2,3-tri-(9Z-octadecenoyl)-glycerol + glycerol; 1-(9Z-octadecenoyl)-glycerol + 1,2-di-(9Z-octadecenoyl)-glycerol = 1,2,3-tri-(9Z-octadecenoyl)-glycerol + glycerol; 2 1-(9Z-octadecenoyl)-glycerol = 1,2-di-(9Z-octadecenoyl)-glycerol + glycerol	Homo sapiens	RHEA:38331;RHEA:38327;RHEA:38323	https://www.uniprot.org/uniprotkb/Q96AD5/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	4778c1ad986b531b
PDAC	CAMP_PDAC_GSE62452	b32d1c1acc2b8217	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:Q9NST1	PNPLA3	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:38323;RHEA:38327;RHEA:38331	2 1-(9Z-octadecenoyl)-glycerol = 1,2-di-(9Z-octadecenoyl)-glycerol + glycerol; 1-(9Z-octadecenoyl)-glycerol + 1,2-di-(9Z-octadecenoyl)-glycerol = 1,2,3-tri-(9Z-octadecenoyl)-glycerol + glycerol; 1-(9Z-octadecenoyl)-glycerol + 1,3-di-(9Z-octadecenoyl)-glycerol = 1,2,3-tri-(9Z-octadecenoyl)-glycerol + glycerol	Homo sapiens	RHEA:38323;RHEA:38327;RHEA:38331	https://www.uniprot.org/uniprotkb/Q9NST1/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	b32d1c1acc2b8217
PDAC	CAMP_PDAC_GSE62452	f21f191179b76a03	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:P41247	PNPLA4	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:38323;RHEA:38327;RHEA:38331	2 1-(9Z-octadecenoyl)-glycerol = 1,2-di-(9Z-octadecenoyl)-glycerol + glycerol; 1-(9Z-octadecenoyl)-glycerol + 1,2-di-(9Z-octadecenoyl)-glycerol = 1,2,3-tri-(9Z-octadecenoyl)-glycerol + glycerol; 1-(9Z-octadecenoyl)-glycerol + 1,3-di-(9Z-octadecenoyl)-glycerol = 1,2,3-tri-(9Z-octadecenoyl)-glycerol + glycerol	Homo sapiens	RHEA:38323;RHEA:38327;RHEA:38331	https://www.uniprot.org/uniprotkb/P41247/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	f21f191179b76a03
PDAC	CAMP_PDAC_GSE62452	0dccba60c44872dc	NAME:1-oleoylglycerol (1-monoolein)	UniProtKB:Q8IY17	PNPLA6	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:38487	1-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	Homo sapiens	RHEA:38487	https://www.uniprot.org/uniprotkb/Q8IY17/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	1-oleoylglycerol (1-monoolein)	False	0dccba60c44872dc
PDAC	CAMP_PDAC_GSE62452	06aa70a038d72feb	KEGG:C00239	UniProtKB:P27144	AK4	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:25094	dCMP + ATP = dCDP + ADP	Homo sapiens	RHEA:25094	https://www.uniprot.org/uniprotkb/P27144/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxycytidine 5'-monophosphate	True	06aa70a038d72feb
PDAC	CAMP_PDAC_GSE62452	827fb326cb828c22	KEGG:C00239	UniProtKB:Q5TCS8	AK9	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:25094	dCMP + ATP = dCDP + ADP	Homo sapiens	RHEA:25094	https://www.uniprot.org/uniprotkb/Q5TCS8/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxycytidine 5'-monophosphate	True	827fb326cb828c22
PDAC	CAMP_PDAC_GSE62452	4e8bba84f6d0b093	KEGG:C00239	UniProtKB:Q5EBM0	CMPK2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:25094	dCMP + ATP = dCDP + ADP	Homo sapiens	RHEA:25094	https://www.uniprot.org/uniprotkb/Q5EBM0/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxycytidine 5'-monophosphate	True	4e8bba84f6d0b093
PDAC	CAMP_PDAC_GSE62452	50ce4159f30bf050	KEGG:C00239	UniProtKB:P27707	DCK	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:20061	2'-deoxycytidine + a ribonucleoside 5'-triphosphate = dCMP + a ribonucleoside 5'-diphosphate + H(+)	Homo sapiens	RHEA:20061	https://www.uniprot.org/uniprotkb/P27707/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxycytidine 5'-monophosphate	True	50ce4159f30bf050
PDAC	CAMP_PDAC_GSE62452	ae3f341b021c2678	KEGG:C00239	UniProtKB:P32321	DCTD	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:22924	dCMP + H2O + H(+) = dUMP + NH4(+)	Homo sapiens	RHEA:22924	https://www.uniprot.org/uniprotkb/P32321/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxycytidine 5'-monophosphate	True	ae3f341b021c2678
PDAC	CAMP_PDAC_GSE62452	ec71abfba826ef4c	KEGG:C00239	UniProtKB:Q9H773	DCTPP1	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:22636	dCTP + H2O = dCMP + diphosphate + H(+)	Homo sapiens	RHEA:22636	https://www.uniprot.org/uniprotkb/Q9H773/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxycytidine 5'-monophosphate	True	ec71abfba826ef4c
PDAC	CAMP_PDAC_GSE62452	76875f763e53e3b6	KEGG:C00239	UniProtKB:Q9BXI3	NT5C1A	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:29363	dCMP + H2O = 2'-deoxycytidine + phosphate	Homo sapiens	RHEA:29363	https://www.uniprot.org/uniprotkb/Q9BXI3/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxycytidine 5'-monophosphate	True	76875f763e53e3b6
PDAC	CAMP_PDAC_GSE62452	8c9e2edd87171a90	KEGG:C00239	UniProtKB:P21589	NT5E	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:29363	dCMP + H2O = 2'-deoxycytidine + phosphate	Homo sapiens	RHEA:29363	https://www.uniprot.org/uniprotkb/P21589/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxycytidine 5'-monophosphate	True	8c9e2edd87171a90
PDAC	CAMP_PDAC_GSE62452	f4be218bc6fabb2a	KEGG:C00239	UniProtKB:Q96CQ1	SLC25A36	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:73615	dCMP(in) + CTP(out) = dCMP(out) + CTP(in)	Homo sapiens	RHEA:73615	https://www.uniprot.org/uniprotkb/Q96CQ1/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxycytidine 5'-monophosphate	True	f4be218bc6fabb2a
PDAC	CAMP_PDAC_GSE62452	c16d1133f4d6f20b	KEGG:C00239	UniProtKB:O00142	TK2	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:46040	2'-deoxycytidine + ATP = dCMP + ADP + H(+)	Homo sapiens	RHEA:46040	https://www.uniprot.org/uniprotkb/O00142/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxycytidine 5'-monophosphate	True	c16d1133f4d6f20b
PDAC	CAMP_PDAC_GSE62452	833b33ed2ad7d6fd	KEGG:C00330	UniProtKB:P27707	DCK	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:19201	2'-deoxyguanosine + ATP = dGMP + ADP + H(+)	Homo sapiens	RHEA:19201	https://www.uniprot.org/uniprotkb/P27707/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxyguanosine	True	833b33ed2ad7d6fd
PDAC	CAMP_PDAC_GSE62452	4c5e0f590692ce39	KEGG:C00330	UniProtKB:Q16854	DGUOK	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:19201	2'-deoxyguanosine + ATP = dGMP + ADP + H(+)	Homo sapiens	RHEA:19201	https://www.uniprot.org/uniprotkb/Q16854/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxyguanosine	True	4c5e0f590692ce39
PDAC	CAMP_PDAC_GSE62452	44fb6ac1510097fd	KEGG:C00330	UniProtKB:P49902	NT5C2	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:29379;RHEA:69580	dGMP + H2O = 2'-deoxyguanosine + phosphate; dGMP + inosine = 2'-deoxyguanosine + IMP	Homo sapiens	RHEA:29379;RHEA:69580	https://www.uniprot.org/uniprotkb/P49902/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	2'-deoxyguanosine	True	44fb6ac1510097fd
