cancer	cohort	feature_id	metabolite_key	metabolite_name	gene	stable_gene_id	uniprot_accession	mapping_status	relationship_type	reaction	role	source_url	source_evidence	reason	reused_library	original_evidence_id
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	HGNC:4553	P07203	DIRECT_ACCEPTED	enzyme	(5S)-hydroperoxy-(6E,8Z,11Z,14Z)-eicosatetraenoate + 2 glutathione = (5S)-hydroxy-(6E,8Z,11Z,14Z)-eicosatetraenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:48620
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	HGNC:4553	P07203	DIRECT_ACCEPTED	enzyme	(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + 2 glutathione = (12S)-hydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11115402""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:50708
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	HGNC:4553	P07203	DIRECT_ACCEPTED	enzyme	(12R)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + 2 glutathione = (12R)-hydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76691
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	HGNC:4553	P07203	DIRECT_ACCEPTED	enzyme	(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate + 2 glutathione = (15S)-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76695
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	HGNC:4553	P07203	DIRECT_ACCEPTED	enzyme	(5S)-hydroperoxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + 2 glutathione = (5S)-hydroxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76699
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	HGNC:4553	P07203	DIRECT_ACCEPTED	enzyme	(12S)-hydroperoxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + 2 glutathione = (12S)-hydroxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76703
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	HGNC:4553	P07203	DIRECT_ACCEPTED	enzyme	(15S)-hydroperoxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + 2 glutathione = (15S)-hydroxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76707
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	HGNC:4553	P07203	DIRECT_ACCEPTED	enzyme	(15S)-hydroperoxy-(11Z,13E)-eicosadienoate + 2 glutathione = (15S)-hydroxy-(11Z,13E)-eicosadienoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76711
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX1	HGNC:4553	P07203	DIRECT_ACCEPTED	enzyme	(17S)-hydroperoxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate + 2 glutathione = (17S)-hydroxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P07203/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76715
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	a hydroperoxy polyunsaturated fatty acid + 2 glutathione = a hydroxy polyunsaturated fatty acid + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11115402""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:19057
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	2 glutathione + H2O2 = glutathione disulfide + 2 H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:16833
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	tert-butyl hydroperoxide + 2 glutathione = tert-butanol + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17630701""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:69412
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	cumene hydroperoxide + 2 glutathione = 2-phenylpropan-2-ol + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:69651
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	(9S)-hydroperoxy-(10E,12Z)-octadecadienoate + 2 glutathione = (9S)-hydroxy-(10E,12Z)-octadecadienoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76687
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	(13S)-hydroperoxy-(9Z,11E)-octadecadienoate + 2 glutathione = (13S)-hydroxy-(9Z,11E)-octadecadienoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:48888
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	(5S)-hydroperoxy-(6E,8Z,11Z,14Z)-eicosatetraenoate + 2 glutathione = (5S)-hydroxy-(6E,8Z,11Z,14Z)-eicosatetraenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:48620
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	(12R)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + 2 glutathione = (12R)-hydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76691
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + 2 glutathione = (12S)-hydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11115402""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:50708
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate + 2 glutathione = (15S)-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76695
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	(5S)-hydroperoxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + 2 glutathione = (5S)-hydroxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76699
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	(12S)-hydroperoxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + 2 glutathione = (12S)-hydroxy-(5Z,8Z,10E,14Z,17Z)-eicosapentaenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76703
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	(15S)-hydroperoxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + 2 glutathione = (15S)-hydroxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76707
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	(15S)-hydroperoxy-(11Z,13E)-eicosadienoate + 2 glutathione = (15S)-hydroxy-(11Z,13E)-eicosadienoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76711
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	(17S)-hydroperoxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate + 2 glutathione = (17S)-hydroxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76715
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GPX4	HGNC:4556	P36969	DIRECT_ACCEPTED	enzyme	a hydroperoxy-1,2-diacyl-glycero-3-phosphocholine + 2 glutathione = a hydroxy-1,2-diacyl-glycero-3-phosphocholine + glutathione disulfide + H2O	product_as_written	https://www.uniprot.org/uniprotkb/P36969/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36608588""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:76731
ccRCC	ccRCC4	ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	GSR	ENSG00000104687	P00390	DIRECT_ACCEPTED	enzyme	2 glutathione + NADP(+) = glutathione disulfide + NADPH + H(+)	product_as_written	https://www.uniprot.org/uniprotkb/P00390/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17185460""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:11740
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	CYP4F2	ENSG00000186115	P78329	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + reduced [NADPH--hemoprotein reductase] + O2 = 20-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)	direct_consumption	https://www.uniprot.org/uniprotkb/P78329/entry	PubMed:10660572;17341693;18577768;24138531	Inherited CAMP identity; not reidentified by standards; not breast-specific function or proven flux.	BRCA_mapping190_v2	M190E0166
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	PTGS1	ENSG00000095303	P23219	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + 2 O2 = prostaglandin G2	direct_consumption	https://www.uniprot.org/uniprotkb/P23219/entry	PubMed:7947975	Inherited CAMP identity; not reidentified by standards; not breast-specific function or proven flux.	BRCA_mapping190_v2	M190E0169
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	PTGS2	ENSG00000073756	P35354	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + 2 O2 = prostaglandin G2	direct_consumption	https://www.uniprot.org/uniprotkb/P35354/entry	PubMed:22942274;7592599;7947975;9261177	Inherited CAMP identity; not reidentified by standards; not breast-specific function or proven flux.	BRCA_mapping190_v2	M190E0170
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ALOX5	ENSG00000012779	P09917	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 = (5S)-hydroperoxy-(6E,8Z,11Z,14Z)-eicosatetraenoate	direct_consumption	https://www.uniprot.org/uniprotkb/P09917/entry	PubMed:19022417;22516296;23246375;24282679;24893149;8615788;8631361	Inherited CAMP identity; not reidentified by standards; not breast-specific function or proven flux.	BRCA_mapping190_v2	M190E0171
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ABHD12	ENSG00000100997	Q8N2K0	DIRECT_ACCEPTED	enzyme	2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol + H2O = glycerol + (5Z,8Z,11Z,14Z)-eicosatetraenoate + H(+)	product_as_written	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30237167""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0233
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ABHD12	ENSG00000100997	Q8N2K0	DIRECT_ACCEPTED	enzyme	1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol + H2O = glycerol + (5Z,8Z,11Z,14Z)-eicosatetraenoate + H(+)	product_as_written	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""25290914""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30237167""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0234
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ABHD6	ENSG00000163686	Q9BV23	DIRECT_ACCEPTED	enzyme	2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol + H2O = glycerol + (5Z,8Z,11Z,14Z)-eicosatetraenoate + H(+)	product_as_written	https://www.uniprot.org/uniprotkb/Q9BV23/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0235
