cancer	cohort	feature_id	metabolite_key	metabolite_name	gene	stable_gene_id	uniprot_accession	mapping_status	relationship_type	reaction	role	source_url	source_evidence	reason	reused_library	original_evidence_id
ccRCC	ccRCC3	ccRCC3_FEATURE:a4d3a53ff61b236b	KEGG:C02067	pseudouridine	PUDP	ENSG00000130021	Q08623	DIRECT_ACCEPTED	enzyme	psi-UMP + H2O = pseudouridine + phosphate	direct_generation	https://www.uniprot.org/uniprotkb/Q08623/entry	PubMed:20722631	Inherited CAMP identity; not reidentified by standards; not breast-specific function or proven flux.	BRCA_mapping190_v2	M190E0163
ccRCC	ccRCC3	ccRCC3_FEATURE:d7c6d8beb76b109a	HMDB:HMDB05065	oleoylcarnitine	CPT2	ENSG00000157184	P23786	DIRECT_ACCEPTED	enzyme	(R)-carnitine + (9Z)-octadecenoyl-CoA = O-(9Z)-octadecenoyl-(R)-carnitine + CoA	product_as_written	https://www.uniprot.org/uniprotkb/P23786/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20538056""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0197
ccRCC	ccRCC3	ccRCC3_FEATURE:1eff6e271ee2dfb3	KEGG:C02918	1-methylnicotinamide	AOX1	ENSG00000138356	Q06278	DIRECT_ACCEPTED	酶	1-MNA氧化连接甲基吡啶酮羧酰胺类产物。	氧化转化底物	https://www.kegg.jp/entry/R04085 ; https://www.uniprot.org/uniprotkb/Q06278/entry	Legacy curated tier A	KEGG C02918/R04085/R08408与人AOX1(hsa:316,Q06278)相互支持；本轮未分析AOX1表达或1-MNA清除速率。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0149
ccRCC	ccRCC3	ccRCC3_FEATURE:1eff6e271ee2dfb3	KEGG:C02918	1-methylnicotinamide	NNMT	ENSG00000166741	P40261	DIRECT_ACCEPTED	酶	烟酰胺接受SAM甲基，生成1-MNA与SAH。	生成产物	https://enzyme.expasy.org/EC/2.1.1.1 ; https://www.uniprot.org/uniprotkb/P40261/entry	Legacy curated tier A	SAH是广泛甲基转移产物；仅保留与本次已选NNMT反应的显式关系，不扩展所有甲基转移酶。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0150
ccRCC	ccRCC3	ccRCC3_FEATURE:1eff6e271ee2dfb3	KEGG:C02918	1-methylnicotinamide	SLC22A2	ENSG00000112499	O15244	DIRECT_ACCEPTED	transporter	1-methylnicotinamide(out) = 1-methylnicotinamide(in)	transport	https://www.uniprot.org/uniprotkb/O15244/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9260930""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0311
ccRCC	ccRCC3	ccRCC3_FEATURE:1eff6e271ee2dfb3	KEGG:C02918	1-methylnicotinamide	NNMT	ENSG00000166741	P40261	DIRECT_ACCEPTED	direct_generation	nicotinamide methylation generates N1-methylnicotinamide		https://www.uniprot.org/uniprotkb/P40261/entry	human_experimental_function	one-to-one frozen eligible key AND exact normalized canonical source annotation; mixtures/conflicts rejected; stereochemistry not experimentally revalidated	ccRCC_locked_20260910	
ccRCC	ccRCC3	ccRCC3_FEATURE:72bddc93c4d0279e	KEGG:C02990	palmitoylcarnitine	CPT1A	ENSG00000110090	P50416	DIRECT_ACCEPTED	酶	棕榈酰CoA与肉碱经酰基转移连接棕榈酰肉碱。	可逆酰基转移参与物	https://enzyme.expasy.org/EC/2.3.1.21 ; https://www.uniprot.org/uniprotkb/P50416/entry	Legacy curated tier A	同一化学反应的不同细胞区室节点；本轮没有测脂肪酸氧化通量。未把CPT1C当作等价催化酶。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0151
ccRCC	ccRCC3	ccRCC3_FEATURE:72bddc93c4d0279e	KEGG:C02990	palmitoylcarnitine	CPT1B	ENSG00000205560	Q92523	DIRECT_ACCEPTED	酶	棕榈酰CoA与肉碱经酰基转移连接棕榈酰肉碱。	可逆酰基转移参与物	https://enzyme.expasy.org/EC/2.3.1.21 ; https://www.uniprot.org/uniprotkb/Q92523/entry	Legacy curated tier A	同一化学反应的不同细胞区室节点；本轮没有测脂肪酸氧化通量。未把CPT1C当作等价催化酶。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0152
ccRCC	ccRCC3	ccRCC3_FEATURE:72bddc93c4d0279e	KEGG:C02990	palmitoylcarnitine	CPT2	ENSG00000157184	P23786	DIRECT_ACCEPTED	酶	棕榈酰CoA与肉碱经酰基转移连接棕榈酰肉碱。	可逆酰基转移参与物	https://enzyme.expasy.org/EC/2.3.1.21 ; https://www.uniprot.org/uniprotkb/P23786/entry	Legacy curated tier A	同一化学反应的不同细胞区室节点；本轮没有测脂肪酸氧化通量。未把CPT1C当作等价催化酶。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0153
ccRCC	ccRCC3	ccRCC3_FEATURE:72bddc93c4d0279e	KEGG:C02990	palmitoylcarnitine	CPT1A	ENSG00000110090	P50416	DIRECT_ACCEPTED	enzyme	(R)-carnitine + hexadecanoyl-CoA = O-hexadecanoyl-(R)-carnitine + CoA	product_as_written	https://www.uniprot.org/uniprotkb/P50416/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11350182""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""14517221""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16651524""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9691089""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0313
ccRCC	ccRCC3	ccRCC3_FEATURE:72bddc93c4d0279e	KEGG:C02990	palmitoylcarnitine	SLC25A20	ENSG00000178537	O43772	DIRECT_ACCEPTED	transporter	O-hexadecanoyl-(R)-carnitine(in) + (R)-carnitine(out) = O-hexadecanoyl-(R)-carnitine(out) + (R)-carnitine(in)	transport	https://www.uniprot.org/uniprotkb/O43772/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P97521""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0314
ccRCC	ccRCC3	ccRCC3_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	AFMID	ENSG00000183077	Q63HM1	DIRECT_ACCEPTED	酶	N-甲酰犬尿氨酸水解生成犬尿氨酸。	生成产物	https://enzyme.expasy.org/EC/3.5.1.9 ; https://www.uniprot.org/uniprotkb/Q63HM1/entry	Legacy curated tier A	IDO1/TDO2作用于上游色氨酸，不能在一步直接关系表中替代AFMID。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0115
ccRCC	ccRCC3	ccRCC3_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	KMO	ENSG00000117009	O15229	DIRECT_ACCEPTED	酶	犬尿氨酸羟化生成3-羟基犬尿氨酸。	转化底物	https://enzyme.expasy.org/EC/1.14.13.9 ; https://www.uniprot.org/uniprotkb/O15229/entry	Legacy curated tier A	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0116
ccRCC	ccRCC3	ccRCC3_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	KYNU	ENSG00000115919	Q16719	DIRECT_ACCEPTED	酶	犬尿氨酸水解生成邻氨基苯甲酸和丙氨酸。	转化底物	https://enzyme.expasy.org/EC/3.7.1.3 ; https://www.uniprot.org/uniprotkb/Q16719/entry	Legacy curated tier A	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0117
ccRCC	ccRCC3	ccRCC3_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	AFMID	ENSG00000183077	Q63HM1	DIRECT_ACCEPTED	direct_generation	N-formyl-L-kynurenine hydrolysis yields L-kynurenine		https://www.uniprot.org/uniprotkb/Q63HM1/entry	human_reviewed_UniRule_inference	one-to-one frozen eligible key AND exact normalized canonical source annotation; mixtures/conflicts rejected; stereochemistry not experimentally revalidated	ccRCC_locked_20260910	
ccRCC	ccRCC3	ccRCC3_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	KMO	ENSG00000117009	O15229	DIRECT_ACCEPTED	direct_consumption	L-kynurenine hydroxylation to 3-hydroxy-L-kynurenine		https://www.uniprot.org/uniprotkb/O15229/entry	human_experimental_function	one-to-one frozen eligible key AND exact normalized canonical source annotation; mixtures/conflicts rejected; stereochemistry not experimentally revalidated	ccRCC_locked_20260910	
ccRCC	ccRCC3	ccRCC3_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	AADAT	HGNC:17929	Q8N5Z0	DIRECT_ACCEPTED	direct_consumption	kynurenine transamination; broad substrate specificity		https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	human_experimental_in_vitro_substrate	one-to-one frozen eligible key AND exact normalized canonical source annotation; mixtures/conflicts rejected; stereochemistry not experimentally revalidated	ccRCC_locked_20260910	
ccRCC	ccRCC3	ccRCC3_FEATURE:018036c623a9c65d	KEGG:C00864	pantothenate	PANK1	ENSG00000152782	Q8TE04	DIRECT_ACCEPTED	酶	泛酸磷酸化生成4-磷酸泛酸。	转化底物	https://enzyme.expasy.org/EC/2.7.1.33 ; https://www.uniprot.org/uniprotkb/Q8TE04/entry	Legacy curated tier A	不把缺少相同激酶活性的PANK4自动纳入。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0140
ccRCC	ccRCC3	ccRCC3_FEATURE:018036c623a9c65d	KEGG:C00864	pantothenate	PANK2	ENSG00000125779	Q9BZ23	DIRECT_ACCEPTED	酶	泛酸磷酸化生成4-磷酸泛酸。	转化底物	https://enzyme.expasy.org/EC/2.7.1.33 ; https://www.uniprot.org/uniprotkb/Q9BZ23/entry	Legacy curated tier A	不把缺少相同激酶活性的PANK4自动纳入。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0141
ccRCC	ccRCC3	ccRCC3_FEATURE:018036c623a9c65d	KEGG:C00864	pantothenate	PANK3	ENSG00000120137	Q9H999	DIRECT_ACCEPTED	酶	泛酸磷酸化生成4-磷酸泛酸。	转化底物	https://enzyme.expasy.org/EC/2.7.1.33 ; https://www.uniprot.org/uniprotkb/Q9H999/entry	Legacy curated tier A	不把缺少相同激酶活性的PANK4自动纳入。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0142
ccRCC	ccRCC3	ccRCC3_FEATURE:812ac62724d25cb3	KEGG:C17337	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	AKR1D1		P51857	CONDITIONAL	enzyme	作者会议摘要报告新底物；尚未核对完整酶学数据及精确异构体，保留为条件性。	candidate_consumption	https://www.endocrine-abstracts.org/ea/0086/ea0086oc5.2	Original study online text reviewed; not a BRCA functional claim	作者会议摘要报告新底物；尚未核对完整酶学数据及精确异构体，保留为条件性。	BRCA_mapping190_v2	M190E0353
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	ENPP2	ENSG00000136960	Q13822	DIRECT_ACCEPTED	enzyme	1-hexadecanoyl-sn-glycero-3-phosphocholine + H2O = 1-hexadecanoyl-sn-glycero-3-phosphate + choline + H(+)	substrate_as_written	https://www.uniprot.org/uniprotkb/Q13822/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12176993""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21240271""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0261
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	1-hexadecanoyl-sn-glycero-3-phosphocholine + (9Z)-octadecenoyl-CoA = 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21498505""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0262
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	1-hexadecanoyl-sn-glycero-3-phosphocholine + hexadecanoyl-CoA = 1,2-dihexadecanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q3TFD2""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0263
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	hexanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-hexanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q3TFD2""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0264
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	octanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-octanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q3TFD2""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0265
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	decanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-decanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q3TFD2""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0266
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	dodecanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-dodecanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q3TFD2""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0267
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	tetradecanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-tetradecanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q3TFD2""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0268
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	(9Z,12Z)-octadecadienoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q3TFD2""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0269
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q3TFD2""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0270
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	1-hexadecanoyl-sn-glycero-3-phosphocholine + acetyl-CoA = 1-hexadecanoyl-2-acetyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q3TFD2""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0271
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	eicosanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-eicosanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q3TFD2""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0272
